0.00012369,-3.9691e-005,0.00018708
0.00021039,-0.00012088,0.00026762
0.00016826,-4.1522e-005,0.00017366
0.00021527,-4.0912e-005,0.00022918
0.00022382,-4.895e-006,0.00025603
0.00012858,-0.00011172,0.0001883
0.00011026,-1.8325e-005,0.00027922
0.00017986,-7.3876e-005,0.00017671
0.00019879,-0.000116,0.00023162
0.00012003,-2.1988e-005,0.00019745
0.00011209,-8.3032e-005,0.00019196
0.00019451,-0.00012149,0.00020112
0.00019451,-0.00010745,0.00021393
0.00024824,-1.5883e-005,0.00016695
0.00010721,-9.1579e-005,0.00018647
0.00015971,-0.00010196,0.00017915
0.00016032,-7.1434e-005,0.00018769
0.00014323,2.5017e-005,0.00020844
0.00015727,-4.6406e-005,0.00018281
0.0001475,-9.1682e-006,0.00024993
0.00014384,-4.9458e-005,0.0001883
0.0002171,-3.6638e-005,0.00028837
0.00011148,-0.00014103,0.00019989
0.00016399,-0.00020085,0.0002365
0.00011087,-0.00013065,0.00017976
0.00014628,-4.0301e-005,0.00012729
0.00017803,-4.0912e-005,0.00016206
0.00016765,-2.9313e-005,0.00019928
0.00019451,-5.9835e-005,0.00021454
0.00013773,-2.1988e-005,0.00018586
0.00010843,-3.1144e-005,0.00024383
0.00019756,-5.0068e-005,0.0001761
0.00020611,-7.6928e-005,0.00020905
0.00019024,-0.0001044,0.00024261
0.00013346,-5.0068e-005,0.0003201
0.00015849,-3.4807e-005,0.00024322
0.00014628,-8.6695e-005,0.00018586
0.00018535,-3.1144e-005,0.00033169
0.00014933,-1.8325e-005,0.00027067
0.0001475,-7.3265e-005,0.00019745
0.00015727,-0.00015812,0.00017427
0.00017681,-4.1522e-005,0.00015901
0.00010904,-5.312e-005,0.00019501
0.00013041,-1.4662e-005,0.00018464
0.00021222,-7.7538e-005,0.00017183
0.0002171,-0.00010379,8.8845e-005
0.00016338,-1.6494e-005,0.00013217
0.00019818,-0.00014103,0.00018403
0.00017192,-6.7264e-006,0.00026213
0.00016887,-7.2655e-005,0.00024383
0.00018413,-5.6783e-005,0.00024505
0.00017559,-7.8759e-005,0.00010044
0.0002519,-0.0001453,0.00021759
0.00023297,-3.7859e-005,0.00022918
0.00018841,-6.9603e-005,0.00017244
0.00014506,-3.1755e-005,0.0003085
0.00014872,-0.00012393,0.00023101
0.00021649,-2.7482e-005,0.00018891
0.0001298,-3.4807e-005,0.00019257
0.00016948,-3.908e-005,0.00020844
0.00013712,-5.8004e-005,0.00024078
0.00022748,-7.3265e-005,0.00014742
8.2178e-005,-0.00011844,0.0001944
0.00016093,1.586e-005,0.00021332
0.00015361,-3.4807e-005,0.00015901
0.00020245,-6.9603e-005,0.0002725
0.00020733,-6.4719e-005,0.00024505
0.00021893,1.6471e-005,0.00020844
0.00016277,2.0133e-005,0.00026701
0.00021832,-4.5795e-005,0.00025054
8.462e-005,-5.7394e-005,0.0001584
0.00016399,-0.00012027,0.00023711
0.00016643,-7.2044e-005,0.00017488
0.0001646,-5.3731e-005,0.00011081
0.00029525,1.586e-005,0.00028288
0.00021161,-5.5562e-005,0.00019257
0.00016399,-7.5707e-005,0.00026762
0.0001707,-6.4719e-005,0.00022552
0.00024274,9.7558e-006,0.00024505
0.00019329,-3.3586e-005,0.00017183
0.00022015,-0.00013187,0.00017976
0.00011515,-0.00013187,0.00027006
0.00020794,-6.1159e-006,0.0003323
9.622e-005,-0.00011905,0.00024383
0.0001475,-8.3643e-005,0.00018342
0.00019818,-0.00014469,0.00016817
0.00013224,-3.7249e-005,0.00015169
0.00018169,1.3418e-005,0.00012118
