Time,avg(displacement (0)),avg(displacement (1))
0.00191,1.55286e-13,3.82152e-14
0.001908,1.27753e-13,3.80981e-14
0.001906,9.96074e-14,3.58836e-14
0.001904,7.16271e-14,3.16337e-14
0.001902,4.45838e-14,2.54221e-14
0.0019,1.92169e-14,1.7334e-14
0.001898,-3.79552e-15,7.46757e-15
0.001896,-2.38629e-14,-4.06352e-15
0.001894,-4.05065e-14,-1.71272e-14
0.001892,-5.33796e-14,-3.15694e-14
0.00189,-6.22837e-14,-4.72108e-14
0.001888,-6.7179e-14,-6.38444e-14
0.001886,-6.81874e-14,-8.12342e-14
0.001884,-6.55895e-14,-9.9115e-14
0.001882,-5.98145e-14,-1.17194e-13
0.00188,-5.14225e-14,-1.35154e-13
0.001878,-4.10823e-14,-1.52659e-13
0.001876,-2.95425e-14,-1.69359e-13
0.001874,-1.75997e-14,-1.84901e-13
0.001872,-6.06304e-15,-1.98938e-13
0.00187,4.28162e-15,-2.11137e-13
0.001868,1.27059e-14,-2.21192e-13
0.001866,1.85716e-14,-2.28833e-13
0.001864,2.13595e-14,-2.33837e-13
0.001862,2.0692e-14,-2.36035e-13
0.00186,1.63501e-14,-2.35318e-13
0.001858,8.28137e-15,-2.31645e-13
0.001856,-3.39775e-15,-2.25041e-13
0.001854,-1.84088e-14,-2.15602e-13
0.001852,-3.63244e-14,-2.03488e-13
0.00185,-5.6589e-14,-1.88924e-13
0.001848,-7.85443e-14,-1.7219e-13
0.001846,-1.01459e-13,-1.53616e-13
0.001844,-1.2456e-13,-1.33574e-13
0.001842,-1.47066e-13,-1.12467e-13
0.00184,-1.6822e-13,-9.07208e-14
0.001838,-1.87316e-13,-6.87743e-14
0.001836,-2.03729e-13,-4.70712e-14
0.001834,-2.16932e-13,-2.60507e-14
0.001832,-2.26514e-13,-6.13879e-15
0.00183,-2.32189e-13,1.22591e-14
0.001828,-2.33798e-13,2.8766e-14
0.001826,-2.3131e-13,4.30405e-14
0.001824,-2.24814e-13,5.4784e-14
0.001822,-2.14505e-13,6.37481e-14
0.00182,-2.00674e-13,6.97422e-14
0.001818,-1.83689e-13,7.26399e-14
0.001816,-1.63978e-13,7.23855e-14
0.001814,-1.42014e-13,6.90002e-14
0.001812,-1.18294e-13,6.25876e-14
0.00181,-9.33268e-14,5.3336e-14
0.001808,-6.76208e-14,4.15196e-14
0.001806,-4.16711e-14,2.7497e-14
0.001804,-1.59513e-14,1.17056e-14
0.001802,9.09282e-15,-5.34543e-15
0.0018,3.30481e-14,-2.30878e-14
0.001798,5.55383e-14,-4.09093e-14
0.001796,7.62265e-14,-5.81731e-14
0.001794,9.48176e-14,-7.42386e-14
0.001792,1.1106e-13,-8.84845e-14
0.00179,1.24749e-13,-1.00333e-13
0.001788,1.35727e-13,-1.09275e-13
0.001786,1.43888e-13,-1.14892e-13
0.001784,1.49178e-13,-1.16876e-13
0.001782,1.51597e-13,-1.15048e-13
0.00178,1.51202e-13,-1.09364e-13
0.001778,1.48104e-13,-9.99305e-14
0.001776,1.42465e-13,-8.69967e-14
0.001774,1.345e-13,-7.09525e-14
0.001772,1.24464e-13,-5.23152e-14
0.00177,1.12648e-13,-3.17114e-14
0.001768,9.93709e-14,-9.85506e-15
0.001766,8.49622e-14,1.24798e-14
0.001764,6.97549e-14,3.44888e-14
0.001762,5.40699e-14,5.53677e-14
0.00176,3.82038e-14,7.43437e-14
0.001758,2.24166e-14,9.07049e-14
0.001756,6.92208e-15,1.03826e-13
0.001754,-8.11999e-15,1.13195e-13
0.001752,-2.26084e-14,1.18424e-13
0.00175,-3.65017e-14,1.1927e-13
0.001748,-4.98156e-14,1.15638e-13
0.001746,-6.26161e-14,1.07581e-13
0.001744,-7.50102e-14,9.52938e-14
0.001742,-8.71326e-14,7.91086e-14
0.00174,-9.91316e-14,5.94741e-14
0.001738,-1.11151e-13,3.69391e-14
0.001736,-1.23313e-13,1.21306e-14
0.001734,-1.35703e-13,-1.42695e-14
0.001732,-1.48354e-13,-4.15476e-14
0.00173,-1.61232e-13,-6.89834e-14
0.001728,-1.74232e-13,-9.58712e-14
0.001726,-1.87167e-13,-1.21541e-13
0.001724,-1.99774e-13,-1.45373e-13
0.001722,-2.11715e-13,-1.66817e-13
0.00172,-2.2259e-13,-1.85399e-13
0.001718,-2.31946e-13,-2.0073e-13
0.001716,-2.39303e-13,-2.1251e-13
0.001714,-2.4417e-13,-2.20528e-13
0.001712,-2.46071e-13,-2.24664e-13
0.00171,-2.44568e-13,-2.2488e-13
0.001708,-2.39289e-13,-2.21217e-13
0.001706,-2.29944e-13,-2.13792e-13
0.001704,-2.16354e-13,-2.02783e-13
0.001702,-1.98457e-13,-1.88429e-13
0.0017,-1.76326e-13,-1.71018e-13
0.001698,-1.50171e-13,-1.50885e-13
0.001696,-1.20338e-13,-1.28402e-13
0.001694,-8.73028e-14,-1.03972e-13
0.001692,-5.16585e-14,-7.80273e-14
0.00169,-1.40953e-14,-5.10213e-14
0.001688,2.46218e-14,-2.34246e-14
0.001686,6.36801e-14,4.28069e-15
0.001684,1.02248e-13,3.1607e-14
0.001682,1.39506e-13,5.80682e-14
0.00168,1.74674e-13,8.31868e-14
0.001678,2.07045e-13,1.06503e-13
0.001676,2.36005e-13,1.27583e-13
0.001674,2.61054e-13,1.46032e-13
0.001672,2.81825e-13,1.61504e-13
0.00167,2.98091e-13,1.73712e-13
0.001668,3.09771e-13,1.8244e-13
0.001666,3.16926e-13,1.87554e-13
0.001664,3.19749e-13,1.89008e-13
0.001662,3.18554e-13,1.86857e-13
0.00166,3.13755e-13,1.81257e-13
0.001658,3.05845e-13,1.72469e-13
0.001656,2.95367e-13,1.60859e-13
0.001654,2.82893e-13,1.46893e-13
0.001652,2.68993e-13,1.31129e-13
0.00165,2.54209e-13,1.14206e-13
0.001648,2.39034e-13,9.6831e-14
0.001646,2.23891e-13,7.97553e-14
0.001644,2.09115e-13,6.3759e-14
0.001642,1.94946e-13,4.96245e-14
0.00164,1.81518e-13,3.81114e-14
0.001638,1.68865e-13,2.99309e-14
0.001636,1.56918e-13,2.57193e-14
0.001634,1.45521e-13,2.60126e-14
0.001632,1.34444e-13,3.1223e-14
0.00163,1.23397e-13,4.16182e-14
0.001628,1.12056e-13,5.73049e-14
0.001626,1.00081e-13,7.82171e-14
0.001624,8.71404e-14,1.04109e-13
0.001622,7.29316e-14,1.34555e-13
0.00162,5.72028e-14,1.68955e-13
0.001618,3.97695e-14,2.06547e-13
0.001616,2.05286e-14,2.46427e-13
0.001614,-5.31331e-16,2.87575e-13
0.001612,-2.33251e-14,3.28882e-13
0.00161,-4.76702e-14,3.69186e-13
0.001608,-7.32916e-14,4.07311e-13
0.001606,-9.98306e-14,4.42107e-13
0.001604,-1.26858e-13,4.72487e-13
0.001602,-1.53888e-13,4.97467e-13
0.0016,-1.80403e-13,5.16203e-13
0.001598,-2.05865e-13,5.2802e-13
0.001596,-2.29744e-13,5.32435e-13
0.001594,-2.51536e-13,5.2918e-13
0.001592,-2.70783e-13,5.18209e-13
0.00159,-2.87085e-13,4.99697e-13
0.001588,-3.0012e-13,4.74042e-13
0.001586,-3.09655e-13,4.41841e-13
0.001584,-3.15545e-13,4.03875e-13
0.001582,-3.17746e-13,3.61075e-13
0.00158,-3.16304e-13,3.14495e-13
0.001578,-3.11357e-13,2.65269e-13
0.001576,-3.03123e-13,2.14577e-13
0.001574,-2.91891e-13,1.63601e-13
0.001572,-2.78007e-13,1.13491e-13
0.00157,-2.61857e-13,6.5329e-14
0.001568,-2.43852e-13,2.00959e-14
0.001566,-2.24412e-13,-2.13513e-14
0.001564,-2.03953e-13,-5.83013e-14
0.001562,-1.82867e-13,-9.02018e-14
0.00156,-1.61512e-13,-1.16667e-13
0.001558,-1.40203e-13,-1.37478e-13
0.001556,-1.19201e-13,-1.52579e-13
0.001554,-9.87082e-14,-1.6207e-13
0.001552,-7.88665e-14,-1.66189e-13
0.00155,-5.97568e-14,-1.65297e-13
0.001548,-4.14035e-14,-1.59863e-13
0.001546,-2.37799e-14,-1.50437e-13
0.001544,-6.817e-15,-1.37635e-13
0.001542,9.58592e-15,-1.22115e-13
0.00154,2.55491e-14,-1.0456e-13
0.001538,4.1199e-14,-8.566e-14
0.001536,5.66545e-14,-6.60921e-14
0.001534,7.20134e-14,-4.65102e-14
0.001532,8.734e-14,-2.75299e-14
0.00153,1.02653e-13,-9.71763e-15
0.001528,1.17917e-13,6.41791e-15
0.001526,1.33036e-13,2.04342e-14
0.001524,1.47848e-13,3.19608e-14
0.001522,1.62127e-13,4.07044e-14
0.00152,1.75586e-13,4.64524e-14
0.001518,1.87883e-13,4.90755e-14
0.001516,1.98633e-13,4.85287e-14
0.001514,2.07423e-13,4.48506e-14
0.001512,2.13823e-13,3.81616e-14
0.00151,2.17415e-13,2.86606e-14
0.001508,2.17804e-13,1.66197e-14
0.001506,2.14644e-13,2.37709e-15
0.001504,2.07659e-13,-1.36722e-14
0.001502,1.96657e-13,-3.10868e-14
0.0015,1.81554e-13,-4.93909e-14
0.001498,1.62382e-13,-6.80878e-14
0.001496,1.39299e-13,-8.66747e-14
0.001494,1.12596e-13,-1.04658e-13
0.001492,8.26911e-14,-1.21566e-13
0.00149,5.01272e-14,-1.36968e-13
0.001488,1.55572e-14,-1.50482e-13
0.001486,-2.02725e-14,-1.61793e-13
0.001484,-5.6544e-14,-1.70654e-13
0.001482,-9.23949e-14,-1.76903e-13
0.00148,-1.26947e-13,-1.80457e-13
0.001478,-1.59335e-13,-1.81321e-13
0.001476,-1.8874e-13,-1.79581e-13
0.001474,-2.14418e-13,-1.75398e-13
0.001472,-2.35727e-13,-1.69002e-13
0.00147,-2.52149e-13,-1.6068e-13
0.001468,-2.63313e-13,-1.5076e-13
0.001466,-2.69003e-13,-1.39601e-13
0.001464,-2.69168e-13,-1.27572e-13
0.001462,-2.63918e-13,-1.15041e-13
0.00146,-2.53522e-13,-1.02357e-13
0.001458,-2.3839e-13,-8.98382e-14
0.001456,-2.19055e-13,-7.77606e-14
0.001454,-1.96149e-13,-6.63484e-14
0.001452,-1.70372e-13,-5.57695e-14
0.00145,-1.42468e-13,-4.61331e-14
0.001448,-1.13185e-13,-3.74912e-14
0.001446,-8.32506e-14,-2.98434e-14
0.001444,-5.334e-14,-2.31456e-14
0.001442,-2.40501e-14,-1.73197e-14
0.00144,4.12023e-15,-1.22672e-14
0.001438,3.0786e-14,-7.88291e-15
0.001436,5.56853e-14,-4.06988e-15
0.001434,7.86822e-14,-7.53208e-16
0.001432,9.97623e-14,2.10706e-15
0.00143,1.19022e-13,4.50557e-15
0.001428,1.36652e-13,6.3842e-15
0.001426,1.52915e-13,7.62851e-15
0.001424,1.68125e-13,8.06835e-15
0.001422,1.82611e-13,7.48288e-15
0.00142,1.96695e-13,5.61057e-15
0.001418,2.10662e-13,2.16343e-15
0.001416,2.24728e-13,-3.15569e-15
0.001414,2.39023e-13,-1.06324e-14
0.001412,2.53565e-13,-2.05173e-14
0.00141,2.68251e-13,-3.30031e-14
0.001408,2.82847e-13,-4.82011e-14
0.001406,2.96987e-13,-6.61202e-14
0.001404,3.10184e-13,-8.66495e-14
0.001402,3.21839e-13,-1.09545e-13
0.0014,3.31264e-13,-1.34424e-13
0.001398,3.37713e-13,-1.60762e-13
0.001396,3.40408e-13,-1.87901e-13
0.001394,3.3858e-13,-2.15066e-13
0.001392,3.31506e-13,-2.41382e-13
0.00139,3.1855e-13,-2.65907e-13
0.001388,2.99198e-13,-2.87664e-13
0.001386,2.73095e-13,-3.05677e-13
0.001384,2.40076e-13,-3.19015e-13
0.001382,2.00187e-13,-3.2683e-13
0.00138,1.53705e-13,-3.28398e-13
0.001378,1.01143e-13,-3.23156e-13
0.001376,4.3246e-14,-3.10728e-13
0.001374,-1.90142e-14,-2.90953e-13
0.001372,-8.44658e-14,-2.639e-13
0.00137,-1.51764e-13,-2.29869e-13
0.001368,-2.19431e-13,-1.8939e-13
0.001366,-2.85896e-13,-1.43211e-13
0.001364,-3.49548e-13,-9.22685e-14
0.001362,-4.08787e-13,-3.76636e-14
0.00136,-4.62074e-13,1.93813e-14
0.001358,-5.07986e-13,7.75635e-14
0.001356,-5.45261e-13,1.35546e-13
0.001354,-5.72844e-13,1.92002e-13
0.001352,-5.89924e-13,2.45666e-13
0.00135,-5.95961e-13,2.9537e-13
0.001348,-5.90708e-13,3.40082e-13
0.001346,-5.74223e-13,3.78936e-13
0.001344,-5.46866e-13,4.11256e-13
0.001342,-5.09295e-13,4.36568e-13
0.00134,-4.62448e-13,4.54605e-13
0.001338,-4.07514e-13,4.65306e-13
0.001336,-3.459e-13,4.68802e-13
0.001334,-2.79194e-13,4.65398e-13
0.001332,-2.09116e-13,4.55551e-13
0.00133,-1.37469e-13,4.39839e-13
0.001328,-6.60907e-14,4.18932e-13
0.001326,3.20319e-15,3.93559e-13
0.001324,6.86677e-14,3.64476e-13
0.001322,1.2868e-13,3.32436e-13
0.00132,1.81784e-13,2.98163e-13
0.001318,2.26734e-13,2.62332e-13
0.001316,2.62527e-13,2.25545e-13
0.001314,2.8843e-13,1.88326e-13
0.001312,3.04003e-13,1.51112e-13
0.00131,3.09108e-13,1.14251e-13
0.001308,3.03909e-13,7.80061e-14
0.001306,2.88863e-13,4.25669e-14
0.001304,2.64706e-13,8.05844e-15
0.001302,2.32421e-13,-2.54429e-14
0.0013,1.93208e-13,-5.78933e-14
0.001298,1.48438e-13,-8.92644e-14
0.001296,9.96064e-14,-1.19527e-13
0.001294,4.82826e-14,-1.48638e-13
0.001292,-3.94513e-15,-1.76522e-13
0.00129,-5.55223e-14,-2.0307e-13
0.001288,-1.0498e-13,-2.28124e-13
0.001286,-1.50981e-13,-2.51483e-13
0.001284,-1.92361e-13,-2.72898e-13
0.001282,-2.28164e-13,-2.92079e-13
0.00128,-2.57664e-13,-3.08707e-13
0.001278,-2.80379e-13,-3.2244e-13
0.001276,-2.96079e-13,-3.32937e-13
0.001274,-3.04777e-13,-3.39865e-13
0.001272,-3.06715e-13,-3.42926e-13
0.00127,-3.02339e-13,-3.41871e-13
0.001268,-2.92268e-13,-3.36519e-13
0.001266,-2.77259e-13,-3.26776e-13
0.001264,-2.58165e-13,-3.12648e-13
0.001262,-2.35891e-13,-2.94252e-13
0.00126,-2.11357e-13,-2.71826e-13
0.001258,-1.85453e-13,-2.45731e-13
0.001256,-1.59006e-13,-2.16447e-13
0.001254,-1.32754e-13,-1.84571e-13
0.001252,-1.07315e-13,-1.50799e-13
0.00125,-8.31766e-14,-1.15914e-13
0.001248,-6.06843e-14,-8.07613e-14
0.001246,-4.00424e-14,-4.62233e-14
0.001244,-2.13197e-14,-1.31917e-14
0.001242,-4.46132e-15,1.7463e-14
0.00124,1.06937e-14,4.49226e-14
0.001238,2.43906e-14,6.84501e-14
0.001236,3.6935e-14,8.74183e-14
0.001234,4.86677e-14,1.01333e-13
0.001232,5.99398e-14,1.09855e-13
0.00123,7.10894e-14,1.12808e-13
0.001228,8.24207e-14,1.10193e-13
0.001226,9.41859e-14,1.02184e-13
0.001224,1.06572e-13,8.91226e-14
0.001222,1.19691e-13,7.15057e-14
0.00122,1.33576e-13,4.99651e-14
0.001218,1.48179e-13,2.5244e-14
0.001216,1.63372e-13,-1.83181e-15
0.001214,1.78958e-13,-3.03847e-14
0.001212,1.94672e-13,-5.95174e-14
0.00121,2.10196e-13,-8.83446e-14
0.001208,2.25169e-13,-1.16023e-13
0.001206,2.39197e-13,-1.41778e-13
0.001204,2.51869e-13,-1.64927e-13
0.001202,2.6276e-13,-1.84895e-13
0.0012,2.71452e-13,-2.0123e-13
0.001198,2.77537e-13,-2.13609e-13
0.001196,2.80631e-13,-2.21837e-13
0.001194,2.80383e-13,-2.25846e-13
0.001192,2.76484e-13,-2.25685e-13
0.00119,2.68681e-13,-2.21511e-13
0.001188,2.5678e-13,-2.13574e-13
0.001186,2.40667e-13,-2.02199e-13
0.001184,2.20308e-13,-1.87775e-13
0.001182,1.95769e-13,-1.70737e-13
0.00118,1.6722e-13,-1.5155e-13
0.001178,1.34947e-13,-1.30698e-13
0.001176,9.93533e-14,-1.08671e-13
0.001174,6.09678e-14,-8.5956e-14
0.001172,2.0439e-14,-6.30296e-14
0.00117,-2.14695e-14,-4.03509e-14
0.001168,-6.38912e-14,-1.83561e-14
0.001166,-1.05875e-13,2.54599e-15
0.001164,-1.46407e-13,2.19788e-14
0.001162,-1.84444e-13,3.96017e-14
0.00116,-2.18941e-13,5.51153e-14
0.001158,-2.48894e-13,6.8266e-14
0.001156,-2.73375e-13,7.88528e-14
0.001154,-2.9157e-13,8.67319e-14
0.001152,-3.02821e-13,9.18232e-14
0.00115,-3.06653e-13,9.41157e-14
0.001148,-3.02802e-13,9.36708e-14
0.001146,-2.91236e-13,9.06264e-14
0.001144,-2.72162e-13,8.51974e-14
0.001142,-2.46026e-13,7.76741e-14
0.00114,-2.13501e-13,6.84181e-14
0.001138,-1.75469e-13,5.78555e-14
0.001136,-1.32986e-13,4.64669e-14
0.001134,-8.72434e-14,3.47752e-14
0.001132,-3.95254e-14,2.333e-14
0.00113,8.84384e-15,1.26916e-14
0.001128,5.65498e-14,3.41273e-15
0.001126,1.02339e-13,-3.98002e-15
0.001124,1.45066e-13,-9.00426e-15
0.001122,1.83736e-13,-1.12392e-14
0.00112,2.17535e-13,-1.03413e-14
0.001118,2.4586e-13,-6.05675e-15
0.001116,2.6833e-13,1.76806e-15
0.001114,2.84795e-13,1.31799e-14
0.001112,2.95323e-13,2.81153e-14
0.00111,3.00192e-13,4.64006e-14
0.001108,2.99864e-13,6.77569e-14
0.001106,2.94954e-13,9.18067e-14
0.001104,2.86196e-13,1.18084e-13
0.001102,2.74406e-13,1.46047e-13
0.0011,2.60443e-13,1.75093e-13
0.001098,2.45173e-13,2.04574e-13
0.001096,2.29431e-13,2.33812e-13
0.001094,2.13997e-13,2.62119e-13
0.001092,1.99568e-13,2.88811e-13
0.00109,1.86737e-13,3.13226e-13
0.001088,1.75983e-13,3.34736e-13
0.001086,1.67666e-13,3.52766e-13
0.001084,1.62021e-13,3.66802e-13
0.001082,1.59164e-13,3.76403e-13
0.00108,1.59099e-13,3.8121e-13
0.001078,1.61727e-13,3.80954e-13
0.001076,1.66857e-13,3.75464e-13
0.001074,1.7422e-13,3.64665e-13
0.001072,1.8348e-13,3.48586e-13
0.00107,1.94246e-13,3.27358e-13
0.001068,2.06082e-13,3.01212e-13
0.001066,2.1852e-13,2.70475e-13
0.001064,2.31063e-13,2.35568e-13
0.001062,2.43199e-13,1.96994e-13
0.00106,2.54407e-13,1.55331e-13
0.001058,2.64161e-13,1.11222e-13
0.001056,2.71943e-13,6.53582e-14
0.001054,2.77252e-13,1.84664e-14
0.001052,2.79611e-13,-2.87062e-14
0.00105,2.78581e-13,-7.54099e-14
0.001048,2.73773e-13,-1.20909e-13
0.001046,2.64863e-13,-1.64499e-13
0.001044,2.516e-13,-2.05523e-13
0.001042,2.33825e-13,-2.43386e-13
0.00104,2.1148e-13,-2.77569e-13
0.001038,1.84616e-13,-3.07638e-13
0.001036,1.53401e-13,-3.33255e-13
0.001034,1.18121e-13,-3.5418e-13
0.001032,7.91795e-14,-3.70274e-13
0.00103,3.70927e-14,-3.81499e-13
0.001028,-7.52531e-15,-3.87909e-13
0.001026,-5.39749e-14,-3.89649e-13
0.001024,-1.01491e-13,-3.86939e-13
0.001022,-1.49266e-13,-3.80067e-13
0.00102,-1.96475e-13,-3.69372e-13
0.001018,-2.42298e-13,-3.55235e-13
0.001016,-2.85949e-13,-3.38059e-13
0.001014,-3.267e-13,-3.1826e-13
0.001012,-3.63897e-13,-2.96255e-13
0.00101,-3.96986e-13,-2.7245e-13
0.001008,-4.25519e-13,-2.47234e-13
0.001006,-4.49164e-13,-2.20969e-13
0.001004,-4.6771e-13,-1.93992e-13
0.001002,-4.81061e-13,-1.66606e-13
0.001,-4.89234e-13,-1.39089e-13
0.000998,-4.92341e-13,-1.11688e-13
0.000996,-4.90582e-13,-8.46285e-14
0.000994,-4.8422e-13,-5.81146e-14
0.000992,-4.73573e-13,-3.23356e-14
0.00099,-4.58986e-13,-7.46937e-15
0.000988,-4.40824e-13,1.63143e-14
0.000986,-4.1945e-13,3.88515e-14
0.000984,-3.95219e-13,5.99823e-14
0.000982,-3.68468e-13,7.95517e-14
0.00098,-3.3951e-13,9.74112e-14
0.000978,-3.08639e-13,1.13422e-13
0.000976,-2.76127e-13,1.27461e-13
0.000974,-2.42234e-13,1.39422e-13
0.000972,-2.07215e-13,1.49225e-13
0.00097,-1.71331e-13,1.56822e-13
0.000968,-1.34855e-13,1.622e-13
0.000966,-9.80854e-14,1.65388e-13
0.000964,-6.1353e-14,1.6646e-13
0.000962,-2.50241e-14,1.65534e-13
0.00096,1.04961e-14,1.62778e-13
0.000958,4.47657e-14,1.58403e-13
0.000956,7.73117e-14,1.52663e-13
0.000954,1.07639e-13,1.45846e-13
0.000952,1.35245e-13,1.3827e-13
0.00095,1.59632e-13,1.30273e-13
0.000948,1.80333e-13,1.22205e-13
0.000946,1.96923e-13,1.14414e-13
0.000944,2.09044e-13,1.07238e-13
0.000942,2.16423e-13,1.00994e-13
0.00094,2.18889e-13,9.59657e-14
0.000938,2.16387e-13,9.23982e-14
0.000936,2.08988e-13,9.04859e-14
0.000934,1.96894e-13,9.03679e-14
0.000932,1.80441e-13,9.21223e-14
0.00093,1.6009e-13,9.57635e-14
0.000928,1.3642e-13,1.01241e-13
0.000926,1.10112e-13,1.08441e-13
0.000924,8.19271e-14,1.17186e-13
0.000922,5.26843e-14,1.27246e-13
0.00092,2.32351e-14,1.38339e-13
0.000918,-5.56603e-15,1.50141e-13
0.000916,-3.28898e-14,1.62297e-13
0.000914,-5.79605e-14,1.7443e-13
0.000912,-8.00821e-14,1.86155e-13
0.00091,-9.8662e-14,1.97089e-13
0.000908,-1.13231e-13,2.06864e-13
0.000906,-1.23458e-13,2.15142e-13
0.000904,-1.29161e-13,2.21622e-13
0.000902,-1.30315e-13,2.26059e-13
0.0009,-1.27046e-13,2.28267e-13
0.000898,-1.19629e-13,2.28131e-13
0.000896,-1.08476e-13,2.25614e-13
0.000894,-9.41201e-14,2.20759e-13
0.000892,-7.71959e-14,2.13692e-13
0.00089,-5.84159e-14,2.0462e-13
0.000888,-3.85445e-14,1.93825e-13
0.000886,-1.83703e-14,1.81661e-13
0.000884,1.3214e-15,1.68535e-13
0.000882,1.9778e-14,1.549e-13
0.00088,3.63062e-14,1.41234e-13
0.000878,5.02974e-14,1.28023e-13
0.000876,6.12501e-14,1.15741e-13
0.000874,6.87889e-14,1.04827e-13
0.000872,7.26801e-14,9.56612e-14
0.00087,7.28424e-14,8.85504e-14
0.000868,6.9352e-14,8.37043e-14
0.000866,6.24439e-14,8.12214e-14
0.000864,5.25064e-14,8.10755e-14
0.000862,4.00714e-14,8.31091e-14
0.00086,2.57994e-14,8.70306e-14
0.000858,1.0459e-14,9.24183e-14
0.000856,-5.09835e-15,9.87291e-14
0.000854,-1.99661e-14,1.05315e-13
0.000852,-3.32148e-14,1.11445e-13
0.00085,-4.39259e-14,1.16331e-13
0.000848,-5.12273e-14,1.19162e-13
0.000846,-5.43281e-14,1.19136e-13
0.000844,-5.25533e-14,1.15499e-13
0.000842,-4.53744e-14,1.07584e-13
0.00084,-3.24366e-14,9.4842e-14
0.000838,-1.35818e-14,7.688e-14
0.000836,1.11362e-14,5.34873e-14
0.000834,4.14433e-14,2.46578e-14
0.000832,7.68455e-14,-9.39544e-15
0.00083,1.16638e-13,-4.82339e-14
0.000828,1.59921e-13,-9.11973e-14
0.000826,2.05628e-13,-1.37417e-13
0.000824,2.52558e-13,-1.85836e-13
0.000822,2.9942e-13,-2.35242e-13
0.00082,3.44871e-13,-2.84305e-13
0.000818,3.87575e-13,-3.31618e-13
0.000816,4.26248e-13,-3.75751e-13
0.000814,4.59709e-13,-4.15297e-13
0.000812,4.86928e-13,-4.48924e-13
0.00081,5.07065e-13,-4.75426e-13
0.000808,5.19509e-13,-4.93765e-13
0.000806,5.23897e-13,-5.03113e-13
0.000804,5.20132e-13,-5.02883e-13
0.000802,5.08385e-13,-4.92754e-13
0.0008,4.89087e-13,-4.72686e-13
0.000798,4.62906e-13,-4.42925e-13
0.000796,4.30722e-13,-4.04003e-13
0.000794,3.93579e-13,-3.56717e-13
0.000792,3.52648e-13,-3.02118e-13
0.00079,3.09163e-13,-2.41474e-13
0.000788,2.64378e-13,-1.76239e-13
0.000786,2.19502e-13,-1.08011e-13
0.000784,1.75656e-13,-3.84886e-14
0.000782,1.33818e-13,3.0577e-14
0.00078,9.47929e-14,9.74297e-14
0.000778,5.9176e-14,1.60356e-13
0.000776,2.73392e-14,2.17733e-13
0.000774,-5.77301e-16,2.68072e-13
0.000772,-2.46584e-14,3.10057e-13
0.00077,-4.51979e-14,3.42587e-13
0.000768,-6.26704e-14,3.64801e-13
0.000766,-7.76944e-14,3.76103e-13
0.000764,-9.09882e-14,3.76181e-13
0.000762,-1.03321e-13,3.6502e-13
0.00076,-1.15464e-13,3.42895e-13
0.000758,-1.28136e-13,3.10371e-13
0.000756,-1.41964e-13,2.68288e-13
0.000754,-1.57435e-13,2.1773e-13
0.000752,-1.74865e-13,1.60004e-13
0.00075,-1.9438e-13,9.65931e-14
0.000748,-2.15896e-13,2.91177e-14
0.000746,-2.39125e-13,-4.07159e-14
0.000744,-2.63583e-13,-1.11166e-13
0.000742,-2.88611e-13,-1.80507e-13
0.00074,-3.13406e-13,-2.47085e-13
0.000738,-3.37065e-13,-3.0936e-13
0.000736,-3.58624e-13,-3.65958e-13
0.000734,-3.77113e-13,-4.15704e-13
0.000732,-3.91604e-13,-4.57651e-13
0.00073,-4.01258e-13,-4.91107e-13
