0.00014445,3.9057e-005,-0.00029068
0.00014445,0.00012513,-0.00012288
0.00021771,9.8881e-005,0.00038477
0.00018841,0.00013978,-0.00055061
0.00015727,0.0002692,-0.00040661
0.00016277,0.00015565,-0.00029007
0.00023725,7.3853e-005,-0.00047007
0.0001011,0.00021059,-8.9323e-005
0.00021161,0.00014344,-0.00027542
0.0001127,0.0001465,-0.00036573
0.0001359,9.8271e-005,-0.00051949
0.00018841,0.00012757,-0.00038098
0.00010965,0.00014039,-0.00037671
0.00018902,0.00014772,5.0404e-005
0.00013651,0.00015871,0.00026884
0.00019146,0.00013978,3.576e-005
0.0002458,0.00020815,-7.1018e-005
0.00023786,0.00017702,-0.00016071
0.00021405,0.00014772,-1.7324e-005
0.00022076,0.00013001,0.00010837
0.00022137,0.0001056,-0.00016926
0.00024946,0.00018312,0.00062457
0.00027876,0.00016542,0.00067216
0.00023297,0.0001819,0.00019806
0.00018841,0.00011842,0.00010349
0.00014018,8.7893e-005,0.00038661
0.00016582,0.00014161,0.00081311
0.00017681,0.00017519,2.9659e-005
0.00018413,0.00014955,-7.4679e-005
0.00019512,0.00018129,-1.4273e-005
0.00019879,0.00013734,-0.00020464
0.00016032,0.00012879,6.2608e-005
0.00018719,9.644e-005,3.6371e-005
0.00020428,0.00019838,0.0001883
0.00020611,0.00012086,-0.00019061
0.00012919,0.00021181,-0.00052681
0.0001994,0.00022036,-0.00018695
0.00026838,0.00013612,-0.00023027
0.00018291,8.5451e-005,-0.00012471
0.00016765,0.00011903,0.00013766
0.00018963,0.00013368,-1.4883e-005
0.00021405,0.00019655,-0.00026993
0.00020611,0.00021304,-8.6273e-005
0.00014323,0.00019228,-5.6985e-005
0.00016765,0.00020998,-9.4205e-005
0.0001939,4.8214e-005,-0.0005744
0.00019634,0.00010438,-0.00013203
0.00021039,0.00016176,0.00016695
0.00019085,9.705e-005,0.0001102
0.00019207,8.2399e-005,-8.0171e-005
0.00014445,-2.3208e-005,-0.00024064
0.00020916,0.00014528,0.00013827
0.00019451,0.00014589,2.9659e-005
0.00017803,0.00018434,-0.0001302
0.00012858,0.00010743,-1.8544e-005
0.00022992,0.0001233,0.00021515
0.00021283,0.00015138,-9.7866e-005
0.00023908,9.3387e-005,-0.00014912
0.00016093,0.00011658,-0.00011739
0.00014201,8.1789e-005,-0.00053413
0.00015971,0.00019289,-0.00053963
0.00014689,0.00014833,-0.00057379
0.00019512,0.00011597,-0.00027359
0.00011942,0.00010926,-0.00048044
0.00024763,0.0001526,-9.6035e-005
0.00019879,0.00014039,0.00042077
0.00020855,0.00024234,-0.00050485
0.0001762,0.00020083,-0.00012898
